,vx,vy,vx(%),vy(%),sx,sy,sx(%),sy(%)
root1,1.2261672900535336,1.398386357778861,30.65418225133834,34.95965894447153,0.019850050546324854,0.022638052825556622,0.49625126365812133,0.5659513206389155
root2,0.7324039963894701,1.3596482858049423,18.310099909736753,33.99120714512356,0.05186339436261527,0.09628016175331917,1.2965848590653817,2.407004043832979
root3,1.1327909707083321,1.1156096302683964,28.319774267708304,27.89024075670991,0.26839870821024747,0.2643278339725091,6.709967705256187,6.608195849312727
root4,0.9086396195602453,0.12636319323674808,22.71599048900613,3.159079830918702,0.23737511637173309,0.033011412945204606,5.934377909293327,0.8252853236301152
